CustomerID,Amount,purchased_units,avg_spend,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17,Category_18,Sex,Age,Profession,CityType,YearsInCity,HaveChildren
1001526,151371,19,7966.89,1,2,0,1,9,0,0,11,1,0,0,1,0,10,0,0,2,1,M,55+,17,C,4+,1.0
1001527,652171,72,9057.93,16,5,0,0,17,6,4,36,0,3,3,0,4,7,4,10,4,1,M,18-25,10,C,1,1.0
1001528,305952,34,8998.59,8,3,0,0,9,0,0,11,1,0,11,1,1,4,3,9,1,1,M,26-35,15,C,1,0.0
1001529,152450,12,12704.17,7,10,0,1,2,0,0,2,3,0,0,0,1,1,0,3,0,1,M,18-25,4,C,4+,1.0
1001530,2182059,224,9741.33,46,29,5,11,93,18,6,76,8,4,13,4,11,34,33,34,5,6,M,26-35,4,A,1,1.0
1001531,143513,18,7972.94,4,3,1,1,6,1,0,3,0,0,4,2,0,0,3,4,0,0,M,46-50,17,C,2,1.0
1001532,587686,69,8517.19,6,4,3,6,35,5,0,39,0,0,4,1,2,7,3,5,6,0,M,18-25,14,C,3,0.0
1001533,461704,46,10037.04,6,2,3,1,15,1,0,18,1,2,5,1,2,1,7,12,2,0,M,46-50,1,C,0,1.0
1001534,75140,10,7514.0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,M,51-55,12,C,3,1.0
1001535,106785,16,6674.06,0,0,0,1,12,0,0,5,0,0,0,0,0,1,0,2,3,1,F,18-25,20,C,3,0.0
1001536,198901,22,9040.95,5,2,0,3,10,1,0,6,4,0,5,0,0,3,1,1,1,2,F,36-45,3,C,3,0.0
1001537,182157,16,11384.81,6,3,0,0,3,0,1,8,0,0,0,0,0,0,0,6,1,0,M,18-25,20,B,0,0.0
1001538,517440,52,9950.77,11,10,3,4,30,4,0,14,2,0,1,2,0,6,7,2,2,1,M,26-35,3,C,2,0.0
1001539,213555,16,13347.19,2,2,0,0,0,1,0,8,0,4,2,0,3,2,1,2,2,0,M,26-35,3,C,1,0.0
1001540,739476,66,11204.18,11,12,5,5,14,5,1,18,5,14,3,9,6,8,14,13,2,0,M,46-50,0,A,4+,1.0
1001541,222361,17,13080.06,5,1,0,0,3,4,0,12,0,1,3,1,1,1,1,1,2,1,M,55+,17,C,3,1.0
1001542,1897191,171,11094.68,68,37,14,19,32,18,1,64,11,1,3,3,5,23,37,31,9,4,M,18-25,17,C,4+,0.0
1001543,1034981,102,10146.87,43,16,5,5,40,7,0,25,2,1,7,2,9,16,13,33,3,2,M,26-35,11,C,2,0.0
1001544,896905,92,9748.97,23,12,8,6,36,4,0,29,2,2,5,2,3,7,25,16,2,0,M,26-35,12,B,2,0.0
1001545,982106,112,8768.8,39,21,4,6,20,9,1,45,0,2,7,3,8,9,26,11,25,11,M,26-35,20,A,1,0.0
1001546,1976371,197,10032.34,55,20,7,12,78,20,1,83,7,1,2,4,8,21,11,47,12,2,M,26-35,4,A,4+,1.0
1001547,730131,78,9360.65,15,10,1,3,26,3,0,31,2,2,4,3,4,14,10,12,10,2,M,55+,13,A,4+,1.0
1001548,180867,23,7863.78,4,3,0,0,8,2,0,13,0,0,0,0,0,1,1,4,0,1,M,36-45,1,A,3,0.0
1001549,77853,10,7785.3,3,3,0,1,4,0,0,4,0,0,1,1,0,0,3,1,1,0,M,36-45,6,C,4+,0.0
1001550,142212,15,9480.8,1,0,0,0,1,1,2,11,0,0,0,0,1,1,0,4,3,0,M,18-25,4,C,1,0.0
1001551,925384,94,9844.51,10,2,0,3,29,8,5,50,2,4,1,0,9,17,5,17,10,0,M,26-35,11,B,1,1.0
1001552,1345682,143,9410.36,27,14,7,10,56,10,5,66,3,1,1,6,7,20,9,18,10,5,M,46-50,20,B,1,
1001553,182662,26,7025.46,2,1,4,10,18,0,0,6,1,0,0,3,0,9,1,1,2,0,F,26-35,15,C,0,0.0
1001554,167414,15,11160.93,5,1,0,0,2,1,0,7,0,1,2,0,1,3,2,8,1,0,F,36-45,12,C,3,1.0
1001555,484489,48,10093.52,2,0,2,2,19,3,0,19,0,1,2,1,3,5,5,12,4,0,F,18-25,0,B,0,1.0
1001556,1584751,204,7768.39,44,28,12,36,94,8,0,56,8,4,4,14,4,28,19,28,10,6,M,18-25,4,A,3,1.0
1001557,337478,35,9642.23,7,13,3,7,13,1,0,4,15,0,9,1,0,4,2,2,0,0,F,18-25,4,C,1,0.0
1001558,228166,14,16297.57,11,5,1,0,0,0,0,4,0,0,0,0,0,2,7,3,1,0,M,18-25,6,A,1,1.0
1001559,265011,29,9138.31,6,3,2,5,4,3,0,8,0,2,4,4,5,3,10,4,2,0,M,36-45,8,A,1,0.0
1001560,841681,78,10790.78,42,22,3,6,28,2,0,12,5,1,7,3,2,11,13,11,4,4,F,26-35,3,B,2,0.0
1001561,803020,99,8111.31,8,5,8,8,42,2,0,57,0,2,0,9,4,21,6,5,6,2,F,18-25,4,C,2,0.0
1001562,81504,16,5094.0,1,0,0,0,2,1,0,5,0,0,13,0,0,0,1,4,0,0,M,18-25,20,C,1,1.0
1001563,405660,43,9433.95,8,5,4,4,15,2,0,13,1,2,5,2,2,4,4,7,2,0,F,0-17,10,B,0,0.0
1001564,690598,64,10790.59,55,15,0,1,15,8,0,8,2,0,1,1,1,8,9,21,2,1,M,51-55,1,C,1,1.0
1001565,154300,25,6172.0,0,0,0,1,23,1,0,8,0,0,0,0,1,6,1,0,0,0,M,46-50,17,B,1,1.0
1001566,105654,12,8804.5,6,0,0,1,4,2,0,6,0,0,0,0,0,1,0,0,5,0,M,36-45,16,C,3,0.0
1001567,762286,65,11727.48,15,10,2,1,6,5,0,31,2,11,0,0,5,4,22,11,4,1,M,26-35,12,B,1,0.0
1001568,128704,13,9900.31,1,1,2,3,6,0,0,3,0,0,0,1,0,3,2,2,0,0,F,0-17,10,C,1,0.0
1001569,430659,44,9787.7,2,1,0,0,5,2,0,44,0,0,0,0,0,6,0,1,9,1,F,55+,13,C,1,1.0
1001570,426539,40,10663.48,6,3,0,1,3,7,0,15,0,12,1,0,21,4,2,17,3,1,M,18-25,17,B,1,1.0
1001571,991481,95,10436.64,23,7,1,4,42,19,0,45,1,1,1,0,2,15,3,25,2,1,M,26-35,20,B,1,1.0
1001572,242476,27,8980.59,4,3,0,1,8,2,0,10,0,0,3,0,0,1,2,8,1,0,F,26-35,3,C,3,1.0
1001573,112724,16,7045.25,1,0,1,2,15,0,0,1,0,0,0,0,0,0,1,1,1,0,M,0-17,0,C,4+,0.0
1001574,215108,27,7966.96,1,1,13,11,12,2,0,4,2,1,3,4,0,3,1,1,2,0,M,26-35,6,C,1,1.0
1001575,392734,29,13542.55,23,4,0,0,5,4,0,9,3,0,2,1,0,5,5,0,3,2,F,51-55,7,C,4+,1.0
1001576,226865,28,8102.32,2,1,1,1,14,0,0,12,0,0,0,1,2,22,0,5,0,0,F,46-50,9,B,3,1.0
1001577,834277,81,10299.72,13,7,5,6,28,4,2,29,2,3,7,1,2,17,13,11,4,0,M,55+,0,C,1,1.0
1001578,257786,17,15163.88,15,3,0,0,2,1,0,4,0,0,3,0,0,0,3,5,3,0,M,18-25,4,B,1,1.0
1001579,3977702,444,8958.79,114,46,20,30,149,31,10,171,10,7,27,22,15,47,44,64,21,7,M,26-35,0,A,0,0.0
1001580,105564,17,6209.65,2,1,0,0,5,1,0,3,0,1,4,2,3,6,4,6,1,0,F,18-25,4,C,3,0.0
1001581,171549,25,6861.96,3,0,3,5,18,1,0,8,0,1,1,0,2,4,0,1,1,0,F,18-25,4,B,4+,1.0
1001582,120100,12,10008.33,6,1,0,0,4,2,0,4,0,0,1,0,1,2,0,2,1,0,M,18-25,0,C,1,0.0
1001583,214110,26,8235.0,4,2,0,1,9,0,0,10,3,0,3,1,1,1,4,3,0,1,M,36-45,6,B,0,0.0
1001584,2483182,275,9029.75,82,31,13,16,119,27,11,68,8,5,14,24,7,25,39,50,8,3,M,26-35,19,B,4+,0.0
1001585,620127,63,9843.29,20,11,2,1,28,12,0,27,0,2,2,1,2,17,4,10,5,0,M,55+,20,C,1,1.0
1001586,2759310,232,11893.58,59,53,22,32,78,28,0,54,15,10,11,26,10,19,22,28,19,14,M,46-50,7,B,2,1.0
1001587,2308676,315,7329.13,30,19,10,17,154,18,0,142,6,2,20,16,5,66,24,30,13,4,F,26-35,3,B,3,0.0
1001588,230163,30,7672.1,2,2,2,5,24,1,0,10,1,0,0,1,0,3,1,2,0,1,M,26-35,11,B,1,0.0
1001589,562314,50,11246.28,17,13,2,2,10,2,0,13,2,2,6,2,0,4,26,12,2,0,M,26-35,0,B,1,0.0
1001590,204520,21,9739.05,3,2,1,1,4,0,0,12,0,0,0,0,0,1,3,3,0,0,M,36-45,1,C,0,0.0
1001591,1829079,165,11085.33,43,20,3,6,59,13,1,80,7,3,5,7,9,16,23,23,8,2,M,51-55,7,C,1,1.0
1001592,1692712,192,8816.21,40,33,6,18,93,14,4,60,15,4,5,14,15,29,32,19,17,2,M,36-45,7,B,4+,1.0
1001593,778867,111,7016.82,14,5,3,4,30,7,0,49,1,0,29,3,2,11,11,18,6,0,M,26-35,16,C,1,1.0
1001594,728816,85,8574.31,10,3,8,10,66,3,0,17,1,7,1,11,5,14,3,9,2,2,F,36-45,20,B,1,0.0
1001595,732679,79,9274.42,11,6,3,4,24,2,2,38,2,2,11,4,3,10,9,3,6,0,M,36-45,1,C,3,0.0
1001596,97730,11,8884.55,2,2,1,0,3,0,0,3,0,1,2,0,1,2,0,2,1,0,F,18-25,5,B,2,
1001597,1253614,130,9643.18,29,15,7,7,38,11,8,51,2,0,11,5,4,7,19,15,5,0,M,26-35,12,B,1,1.0
1001598,1062978,103,10320.17,46,23,4,7,15,5,0,18,4,2,22,2,4,0,71,20,4,1,M,36-45,13,C,0,0.0
1001599,2458922,303,8115.25,61,43,24,43,117,12,4,82,16,2,34,15,6,22,44,44,17,4,M,26-35,0,A,1,0.0
1001600,2066219,228,9062.36,79,39,3,8,96,14,1,56,8,2,6,17,9,32,28,32,8,4,M,36-45,7,B,1,1.0
1001601,1339289,102,13130.28,65,25,2,3,28,15,0,26,0,2,4,0,2,7,16,33,2,0,M,26-35,12,C,2,0.0
1001602,701859,64,10966.55,14,6,1,0,19,5,0,32,0,2,6,1,1,8,5,7,3,0,F,26-35,7,C,2,1.0
1001603,370543,41,9037.63,5,2,1,1,13,8,0,16,0,2,0,1,10,5,2,11,1,0,F,26-35,0,C,4+,1.0
1001604,209037,19,11001.95,3,1,0,0,1,3,0,18,0,0,0,0,2,0,1,2,3,0,M,26-35,11,B,1,1.0
1001605,4129152,557,7413.2,69,55,27,74,232,18,3,227,23,0,28,18,13,105,24,59,20,9,F,18-25,0,B,1,0.0
1001606,1178716,99,11906.22,50,29,3,5,22,5,1,24,2,0,4,0,5,8,31,32,3,2,F,36-45,3,A,4+,0.0
1001607,1099699,147,7480.95,11,9,1,2,32,11,1,88,2,4,10,2,12,14,5,22,6,2,M,46-50,1,A,2,1.0
1001608,358366,79,4536.28,11,6,5,8,26,3,0,32,1,1,7,2,1,6,7,14,1,1,M,26-35,11,B,1,1.0
1001609,1535081,200,7675.4,38,14,12,21,104,13,0,68,2,1,10,13,8,42,6,29,11,4,F,36-45,9,B,3,
1001610,159980,16,9998.75,6,1,0,0,4,3,0,4,0,0,2,0,0,0,5,11,0,0,M,26-35,11,B,1,1.0
1001611,3140413,315,9969.57,84,45,27,34,76,29,7,66,14,3,49,25,12,35,37,80,10,1,M,26-35,0,B,1,0.0
1001612,96199,12,8016.58,4,3,0,0,5,0,0,4,0,0,0,0,0,0,1,0,2,6,M,26-35,17,C,1,0.0
1001613,4055317,434,9344.05,128,65,20,37,156,33,0,139,12,6,19,8,21,45,45,70,18,12,M,18-25,20,A,1,0.0
1001614,400260,35,11436.0,23,25,0,1,8,2,0,5,2,0,2,0,2,1,9,9,0,0,M,36-45,0,B,1,1.0
1001615,94639,13,7279.92,0,0,0,0,4,3,0,6,0,0,1,0,1,1,0,2,0,0,F,46-50,7,B,1,1.0
1001616,1322580,140,9447.0,68,25,7,12,75,10,0,32,13,0,6,2,3,25,10,19,14,1,M,26-35,0,C,0,1.0
1001617,1149747,125,9197.98,50,28,6,7,25,10,0,37,5,2,13,5,4,8,45,24,3,1,M,26-35,12,C,3,0.0
1001618,416774,47,8867.53,3,1,4,4,27,4,0,24,0,0,0,1,1,5,3,4,5,1,M,51-55,0,C,4+,1.0
1001619,172868,20,8643.4,0,0,0,0,4,0,0,18,0,0,0,0,2,4,3,1,3,0,M,51-55,3,C,1,1.0
1001620,324747,23,14119.43,3,0,0,0,4,20,0,13,0,2,0,0,1,3,0,4,0,0,M,26-35,20,B,1,0.0
1001621,74593,10,7459.3,2,1,1,1,1,1,0,5,0,0,1,0,0,1,2,4,0,0,M,26-35,4,C,1,0.0
1001622,132438,15,8829.2,5,0,0,0,4,0,0,10,0,0,0,0,0,2,2,1,10,0,M,18-25,4,B,0,0.0
1001623,533324,46,11594.0,17,9,0,3,17,2,0,11,4,0,5,0,1,5,25,6,3,2,M,51-55,15,C,2,0.0
1001624,2045014,197,10380.78,124,50,6,12,33,13,0,28,8,3,19,2,7,13,73,42,7,4,M,26-35,0,B,1,1.0
1001625,188697,28,6739.18,1,2,0,0,14,1,0,13,0,1,0,2,1,4,0,3,0,0,M,46-50,0,C,0,1.0
1001626,1181855,158,7480.09,14,3,1,1,38,6,1,93,2,0,54,3,6,19,8,27,7,0,M,18-25,4,B,0,1.0
1001627,226602,27,8392.67,8,1,0,0,7,1,0,10,1,0,1,0,2,1,5,10,0,0,M,18-25,17,A,3,
1001628,2466255,249,9904.64,69,29,7,9,79,23,7,112,2,3,7,3,9,32,28,37,14,0,M,18-25,20,B,1,0.0
1001629,356188,27,13192.15,23,7,1,0,5,4,0,3,0,0,1,0,0,3,7,11,2,0,M,18-25,4,B,1,1.0
1001630,457807,67,6832.94,28,10,0,3,9,5,1,12,2,1,12,0,18,4,38,23,1,2,M,46-50,17,C,1,0.0
1001631,1063072,148,7182.92,8,5,5,21,130,4,0,30,2,1,5,6,4,28,5,7,1,5,F,51-55,0,C,4+,0.0
1001632,3090198,438,7055.25,93,47,25,27,133,28,6,219,9,5,15,20,11,57,56,38,35,7,M,26-35,16,B,1,0.0
1001633,145780,21,6941.9,3,2,0,1,6,0,0,8,0,0,3,2,1,2,2,5,1,0,F,46-50,7,B,2,1.0
1001634,424590,55,7719.82,8,9,4,14,32,1,0,21,2,0,0,0,0,15,7,3,1,0,F,55+,0,C,4+,0.0
1001635,4414682,426,10363.1,139,74,35,49,144,23,3,101,15,6,42,18,15,36,70,62,23,12,M,26-35,0,B,1,0.0
1001636,572104,89,6428.13,14,6,4,3,31,7,0,45,0,1,6,1,4,15,9,16,3,0,F,26-35,19,C,0,0.0
1001637,568655,50,11373.1,18,13,2,5,10,2,1,5,5,1,12,2,1,1,28,7,0,1,M,55+,0,B,2,1.0
1001638,281706,24,11737.75,2,4,2,1,8,3,1,13,0,4,1,0,1,1,1,5,1,0,F,18-25,17,B,3,0.0
1001639,2919766,304,9604.49,76,25,5,7,93,27,2,114,4,6,39,3,19,44,27,68,17,6,M,26-35,17,B,1,0.0
1001640,720476,84,8577.1,54,14,0,0,19,7,0,24,0,0,4,0,3,7,14,29,4,0,M,36-45,17,C,1,0.0
1001641,970172,118,8221.8,42,18,3,7,30,9,0,25,5,2,37,1,5,7,39,24,4,0,M,26-35,0,C,4+,0.0
1001642,442219,50,8844.38,14,3,0,2,12,4,0,25,0,1,3,2,3,5,5,4,7,2,M,51-55,13,C,1,0.0
1001643,1632316,130,12556.28,38,11,2,0,13,13,0,41,0,8,27,0,11,10,18,72,2,3,M,46-50,2,C,4+,0.0
1001644,248400,28,8871.43,11,6,1,0,1,0,0,12,0,0,3,1,2,3,5,7,3,2,M,18-25,12,A,2,0.0
1001645,2668134,303,8805.72,40,33,20,46,222,11,0,41,20,2,15,12,6,38,13,21,7,3,F,18-25,9,B,1,1.0
1001646,255060,33,7729.09,7,1,0,0,5,1,0,22,0,0,2,1,0,7,6,5,10,0,M,26-35,20,B,1,1.0
1001647,4154976,492,8445.07,149,72,25,52,196,24,3,117,17,1,53,15,11,62,70,56,26,11,M,18-25,18,B,0,0.0
1001648,731202,91,8035.19,15,13,2,9,42,8,1,36,1,2,1,2,12,13,9,17,4,3,M,51-55,14,B,3,1.0
1001649,343025,33,10394.7,7,7,0,6,7,3,0,12,12,2,1,0,2,4,10,2,2,1,M,18-25,19,C,2,1.0
1001650,1122900,119,9436.13,23,13,10,9,39,17,2,40,1,6,21,4,7,12,18,14,8,6,M,26-35,19,C,1,0.0
1001651,158493,18,8805.17,6,1,0,0,3,0,0,10,0,0,0,0,0,3,4,3,12,1,M,26-35,12,C,1,0.0
1001652,120327,15,8021.8,4,2,0,1,7,1,0,8,0,0,0,1,0,3,2,1,2,0,M,26-35,16,C,1,
1001653,91359,10,9135.9,1,1,2,2,6,0,1,3,0,0,1,0,0,0,0,2,0,0,M,18-25,0,A,4+,0.0
1001654,333466,25,13338.64,5,2,0,0,1,2,4,18,0,0,0,0,1,2,1,3,3,0,F,46-50,0,A,0,1.0
1001655,959982,94,10212.57,30,17,10,12,43,7,1,21,4,0,3,4,4,12,9,21,4,0,M,18-25,4,C,2,1.0
1001656,177772,15,11851.47,8,1,2,1,1,1,0,6,0,0,0,1,0,1,3,4,1,0,M,26-35,17,B,3,0.0
1001657,161203,25,6448.12,0,1,9,19,10,0,0,9,1,0,0,3,0,2,1,1,1,0,F,46-50,0,B,1,
1001658,1855228,212,8751.08,40,24,10,14,87,19,5,89,8,2,8,4,6,23,30,28,3,5,F,36-45,6,B,2,0.0
1001659,216891,30,7229.7,6,4,0,2,15,2,0,12,2,0,2,3,0,5,3,3,2,0,F,18-25,9,C,4+,1.0
1001660,271536,27,10056.89,3,2,0,1,6,5,1,20,0,0,0,0,0,4,0,3,2,0,F,26-35,2,C,2,1.0
1001661,186885,19,9836.05,1,1,0,0,2,0,2,14,0,0,0,1,0,4,0,1,3,0,M,36-45,7,B,0,1.0
1001662,116011,10,11601.1,2,0,0,1,3,2,0,3,0,1,0,1,0,3,1,3,0,0,M,26-35,12,B,1,1.0
1001663,268874,25,10754.96,3,1,0,0,4,2,0,23,0,0,0,0,0,5,1,4,3,0,M,18-25,4,C,2,1.0
1001665,495205,37,13383.92,22,12,0,2,4,2,0,6,2,1,4,0,0,2,30,5,2,0,M,46-50,17,B,2,0.0
1001666,2020427,222,9101.02,63,24,3,3,62,22,1,96,4,4,13,1,12,27,17,50,12,6,M,26-35,14,B,3,0.0
1001667,3194090,281,11366.87,175,57,0,3,41,49,0,70,4,6,22,2,6,20,50,63,47,32,M,51-55,16,B,4+,0.0
1001668,209109,18,11617.17,5,3,0,1,2,3,0,15,0,1,0,0,1,1,0,3,3,0,M,36-45,2,C,2,1.0
1001669,115145,17,6773.24,0,0,2,3,15,0,0,5,0,0,0,1,0,5,0,0,1,0,F,26-35,17,B,1,1.0
1001670,277011,28,9893.25,2,1,1,1,13,1,0,15,1,0,3,2,1,5,1,4,3,0,F,55+,13,C,1,1.0
1001671,3173859,361,8791.85,35,31,15,19,143,13,7,159,7,5,14,33,18,47,45,35,19,5,M,36-45,0,B,2,0.0
1001672,308326,26,11858.69,14,3,1,1,12,3,1,8,1,0,1,0,0,2,3,4,3,0,M,26-35,17,C,1,0.0
1001673,556348,43,12938.33,17,18,5,7,15,1,0,6,3,0,2,3,2,4,16,2,2,0,M,0-17,10,C,1,0.0
1001674,94698,15,6313.2,0,0,2,4,14,0,0,7,1,0,0,0,0,4,0,0,0,0,M,36-45,2,C,3,0.0
1001675,3135460,318,9859.94,157,78,36,51,50,16,0,23,23,1,94,13,4,13,90,47,14,2,F,26-35,6,B,1,1.0
1001676,4171901,470,8876.39,105,75,50,77,202,19,1,67,17,2,81,17,16,39,61,90,7,8,M,18-25,4,B,4+,0.0
1001677,168648,20,8432.4,5,3,2,3,9,1,0,7,0,1,2,0,1,0,1,4,0,0,M,18-25,14,C,2,0.0
1001678,692776,71,9757.41,15,12,7,8,26,5,0,14,7,1,8,1,6,7,11,19,3,0,F,18-25,17,C,1,0.0
1001679,518324,48,10798.42,13,4,3,1,16,4,0,10,0,1,5,1,1,9,7,13,1,1,M,26-35,12,B,4+,1.0
1001680,8699232,1025,8487.06,170,98,46,110,340,53,17,341,22,11,142,32,38,110,101,173,25,13,M,26-35,20,A,3,1.0
1001681,745865,70,10655.21,19,13,3,5,25,3,0,24,4,2,8,3,1,2,10,9,2,2,M,18-25,4,A,1,0.0
1001682,187921,15,12528.07,4,3,0,0,1,2,0,5,1,0,4,0,1,1,4,2,0,0,M,26-35,2,A,3,1.0
1001683,771416,97,7952.74,17,16,5,7,40,6,0,33,6,2,17,3,1,18,6,4,2,0,F,26-35,7,C,3,0.0
1001684,380472,39,9755.69,5,3,3,5,22,2,0,16,1,0,3,0,1,6,2,7,3,0,M,18-25,3,B,2,0.0
1001685,1912669,235,8139.02,25,14,4,3,96,13,6,112,3,7,9,6,8,24,11,20,17,5,M,36-45,12,B,1,0.0
1001686,166121,19,8743.21,3,2,0,1,8,1,0,7,1,0,0,0,0,2,2,4,0,0,M,36-45,12,B,1,0.0
1001687,1590527,218,7296.0,22,14,3,12,182,15,1,34,7,2,16,7,3,28,11,5,4,7,M,26-35,3,A,1,0.0
1001688,788563,81,9735.35,19,17,10,13,31,3,0,12,2,2,13,11,1,8,19,10,1,0,F,18-25,4,C,4+,0.0
1001691,338675,32,10583.59,13,11,1,3,17,4,0,10,4,0,0,0,0,2,2,2,0,0,F,26-35,17,C,2,1.0
1001692,1304215,117,11147.14,16,8,0,3,23,12,2,74,2,3,6,1,4,9,12,14,9,2,M,36-45,20,A,4+,1.0
1001693,1639991,173,9479.72,24,11,6,11,44,16,1,74,0,11,11,10,9,23,11,30,17,5,M,26-35,12,C,1,1.0
1001694,2244988,220,10204.49,73,42,14,11,90,21,0,54,10,4,20,4,8,41,22,44,9,2,M,26-35,12,B,3,1.0
1001695,1197602,102,11741.2,62,34,8,9,27,7,0,20,4,1,7,1,3,6,45,15,6,1,M,26-35,1,C,1,1.0
1001696,1995241,179,11146.6,105,35,0,2,25,24,0,90,2,0,1,2,7,13,29,35,14,3,M,36-45,7,C,1,0.0
1001697,1958305,203,9646.82,32,18,19,32,69,14,0,81,3,2,10,18,8,28,10,31,15,3,F,18-25,4,B,3,0.0
1001699,1900706,193,9848.22,11,9,4,7,82,14,6,87,4,12,7,14,10,28,12,19,16,5,F,26-35,19,A,0,0.0
1001700,221437,26,8516.81,6,0,2,1,18,1,0,9,1,0,0,0,0,2,1,3,1,0,M,26-35,20,B,4+,0.0
1001701,2669949,319,8369.75,42,17,16,19,83,19,2,197,6,5,18,13,8,51,18,48,21,8,F,26-35,4,B,1,0.0
1001702,482889,43,11229.98,7,5,4,4,19,2,0,18,2,0,3,0,0,4,4,8,3,0,M,18-25,10,C,2,0.0
1001703,206152,16,12884.5,8,4,0,0,0,1,0,5,1,1,3,0,0,1,11,3,1,0,M,18-25,15,C,2,0.0
1001704,206848,18,11491.56,5,3,1,1,6,3,0,4,2,0,4,0,2,1,1,3,0,0,M,26-35,4,C,4+,0.0
1001705,295435,39,7575.26,2,1,5,5,13,2,1,11,0,0,13,2,2,6,3,7,0,0,F,18-25,4,C,2,0.0
1001706,1089371,124,8785.25,13,5,4,5,93,11,1,39,2,12,3,4,2,17,4,13,0,2,M,26-35,20,B,1,1.0
1001707,504237,48,10504.94,6,1,0,0,9,4,0,33,1,1,1,0,2,8,2,11,4,1,M,51-55,1,C,0,1.0
1001708,165416,14,11815.43,4,2,0,0,5,1,0,5,0,2,4,0,2,0,1,3,0,0,M,26-35,0,C,4+,0.0
1001709,840650,119,7064.29,12,11,5,24,117,5,0,14,2,0,3,5,4,19,6,1,2,5,M,26-35,0,C,1,1.0
1001710,422777,45,9395.04,11,8,9,9,16,2,0,12,1,1,1,1,1,6,3,6,1,0,M,18-25,0,A,3,0.0
1001711,96140,13,7395.38,0,0,0,0,6,2,0,9,0,0,0,1,1,4,0,1,0,0,F,18-25,4,C,3,0.0
1001712,2605944,274,9510.74,59,28,8,11,95,25,3,120,5,5,21,7,6,36,22,42,19,6,M,26-35,0,B,4+,0.0
1001713,128697,15,8579.8,4,0,0,0,4,1,1,8,1,0,0,0,0,1,0,3,1,0,M,26-35,0,C,3,0.0
1001714,1392498,151,9221.84,44,31,9,11,77,11,0,35,12,1,2,3,4,17,37,11,5,2,M,26-35,17,C,0,1.0
1001715,250394,24,10433.08,8,1,1,1,13,4,1,8,1,0,0,0,1,1,1,5,2,0,M,26-35,16,C,2,1.0
1001716,876400,109,8040.37,13,5,6,16,27,11,0,50,4,0,11,1,6,16,15,26,6,0,M,26-35,0,B,0,0.0
1001717,2327622,236,9862.81,44,23,0,6,65,21,5,102,5,5,22,7,10,19,52,36,14,2,F,51-55,6,B,1,0.0
1001718,269859,21,12850.43,4,2,0,0,7,11,0,8,0,0,2,0,1,2,1,8,0,0,M,18-25,4,C,2,1.0
1001719,127183,19,6693.84,3,1,2,2,9,1,0,6,0,0,2,2,1,1,1,3,1,0,M,18-25,16,C,2,1.0
1001720,361260,33,10947.27,11,3,0,0,8,2,0,17,1,0,4,1,0,1,4,5,3,0,M,18-25,4,C,1,1.0
1001721,262249,61,4299.16,5,3,4,22,58,2,0,3,3,0,2,0,2,5,6,0,0,2,M,18-25,19,C,3,0.0
1001722,1108844,114,9726.7,23,10,1,2,14,4,0,7,3,1,80,0,3,2,37,19,1,0,M,36-45,0,C,4+,0.0
1001723,1039891,83,12528.81,46,25,1,2,8,2,0,13,5,2,10,1,4,4,62,14,2,2,M,36-45,17,C,0,1.0
1001724,1096395,105,10441.86,22,12,4,3,32,9,0,59,5,1,3,2,2,34,6,10,10,0,M,18-25,4,C,3,0.0
1001725,206317,19,10858.79,8,6,0,0,5,1,0,4,0,0,4,0,0,2,3,7,1,2,M,18-25,19,C,4+,1.0
1001726,1903865,218,8733.33,187,59,5,18,35,21,0,35,27,0,10,2,4,15,50,45,12,5,M,26-35,2,B,1,1.0
1001727,3291804,288,11429.88,105,56,11,17,146,41,9,60,9,3,13,11,2,31,46,21,10,8,M,36-45,16,B,2,1.0
1001728,248935,21,11854.05,3,1,16,15,6,0,0,1,1,0,1,5,0,2,0,0,1,1,M,18-25,4,C,2,0.0
1001729,194559,27,7205.89,1,1,0,0,12,2,1,16,0,0,1,0,0,2,1,6,1,0,M,26-35,7,B,0,1.0
1001730,66889,9,7432.11,2,0,0,1,4,1,0,3,0,0,2,1,0,0,2,2,0,0,F,18-25,4,C,1,0.0
1001731,268127,36,7447.97,3,1,0,0,13,1,3,18,1,0,5,2,1,3,1,5,2,0,F,18-25,0,C,2,0.0
1001732,266573,21,12693.95,8,2,0,0,6,0,0,13,0,0,1,0,0,1,2,5,3,0,M,18-25,4,C,1,1.0
1001733,4110004,457,8993.44,100,40,15,15,140,45,11,148,8,5,93,7,24,29,56,96,16,4,M,18-25,14,B,0,1.0
1001734,431648,42,10277.33,3,2,0,0,7,7,0,41,0,0,0,0,1,5,1,1,7,1,M,46-50,17,B,2,1.0
1001735,334969,50,6699.38,6,1,3,5,47,7,0,6,1,0,0,1,1,7,1,2,0,0,M,18-25,20,B,1,1.0
1001736,877140,109,8047.16,27,20,8,10,51,4,0,29,5,0,10,1,3,7,13,7,4,1,M,55+,8,C,2,1.0
1001737,3995259,446,8957.98,131,63,11,29,163,25,0,101,7,2,75,7,18,53,59,96,11,6,M,36-45,20,B,3,0.0
